dividend_cocode|company_name|div_announcement_date|div_rate|div_per_share
93902|HINDALCO INDUSTRIES LTD.|28-05-2015|100.0000|1.0000
93902|HINDALCO INDUSTRIES LTD.|28-05-2016|100.0000|1.0000
93902|HINDALCO INDUSTRIES LTD.|30-05-2017|110.0000|1.1000
93902|HINDALCO INDUSTRIES LTD.|16-05-2018|120.0000|1.2000
93902|HINDALCO INDUSTRIES LTD.|16-05-2019|120.0000|1.2000
93902|HINDALCO INDUSTRIES LTD.|12-06-2020|100.0000|1.0000
93902|HINDALCO INDUSTRIES LTD.|21-05-2021|300.0000|3.0000
93902|HINDALCO INDUSTRIES LTD.|26-05-2022|400.0000|4.0000
94080|HINDUSTAN UNILEVER LTD.|31-12-1988|32.0000|NA
94080|HINDUSTAN UNILEVER LTD.|31-12-1989|35.0000|3.5000
94080|HINDUSTAN UNILEVER LTD.|07-08-1990|20.0000|2.0000
94080|HINDUSTAN UNILEVER LTD.|19-08-1991|22.0000|2.2000
94080|HINDUSTAN UNILEVER LTD.|30-03-1992|21.0000|2.1000
94080|HINDUSTAN UNILEVER LTD.|27-08-1992|17.5000|1.7500
94080|HINDUSTAN UNILEVER LTD.|12-04-1993|23.0000|2.3000
94080|HINDUSTAN UNILEVER LTD.|27-08-1993|19.0000|1.9000
94080|HINDUSTAN UNILEVER LTD.|09-04-1994|28.0000|2.8000
94080|HINDUSTAN UNILEVER LTD.|12-09-1994|28.0000|2.8000
94080|HINDUSTAN UNILEVER LTD.|01-06-1995|37.0000|3.7000
94080|HINDUSTAN UNILEVER LTD.|04-10-1995|43.0000|4.3000
94080|HINDUSTAN UNILEVER LTD.|01-11-1995|50.0000|5.0000
94080|HINDUSTAN UNILEVER LTD.|31-12-1995|50.0000|5.0000
94080|HINDUSTAN UNILEVER LTD.|31-08-1996|60.0000|6.0000
94080|HINDUSTAN UNILEVER LTD.|16-05-1997|65.0000|6.5000
94080|HINDUSTAN UNILEVER LTD.|06-08-1997|75.0000|7.5000
94080|HINDUSTAN UNILEVER LTD.|12-02-1998|95.0000|9.5000
94080|HINDUSTAN UNILEVER LTD.|01-08-1998|96.0000|9.6000
94080|HINDUSTAN UNILEVER LTD.|16-02-1999|124.0000|12.4000
94080|HINDUSTAN UNILEVER LTD.|26-07-1999|120.0000|12.0000
94080|HINDUSTAN UNILEVER LTD.|24-02-2000|170.0000|17.0000
94080|HINDUSTAN UNILEVER LTD.|29-07-2000|150.0000|1.5000
94080|HINDUSTAN UNILEVER LTD.|15-02-2001|200.0000|2.0000
94080|HINDUSTAN UNILEVER LTD.|24-07-2001|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|22-01-2002|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|22-07-2002|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|29-01-2003|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|16-06-2003|176.5000|1.7650
94080|HINDUSTAN UNILEVER LTD.|31-07-2003|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|17-02-2004|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|29-07-2004|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|11-02-2005|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|02-08-2005|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|14-02-2006|250.0000|2.5000
94080|HINDUSTAN UNILEVER LTD.|30-07-2006|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|20-02-2007|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|30-07-2007|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|31-10-2007|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|13-02-2008|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|25-07-2008|350.0000|3.5000
94080|HINDUSTAN UNILEVER LTD.|11-05-2009|400.0000|4.0000
94080|HINDUSTAN UNILEVER LTD.|31-10-2009|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|25-05-2010|350.0000|3.5000
94080|HINDUSTAN UNILEVER LTD.|25-10-2010|300.0000|3.0000
94080|HINDUSTAN UNILEVER LTD.|09-05-2011|350.0000|3.5000
94080|HINDUSTAN UNILEVER LTD.|31-10-2011|350.0000|3.5000
94080|HINDUSTAN UNILEVER LTD.|01-05-2012|400.0000|4.0000
94080|HINDUSTAN UNILEVER LTD.|26-10-2012|450.0000|4.5000
94080|HINDUSTAN UNILEVER LTD.|27-10-2012|800.0000|8.0000
94080|HINDUSTAN UNILEVER LTD.|29-04-2013|600.0000|6.0000
94080|HINDUSTAN UNILEVER LTD.|26-10-2013|550.0000|5.5000
94080|HINDUSTAN UNILEVER LTD.|28-04-2014|750.0000|7.5000
94080|HINDUSTAN UNILEVER LTD.|27-10-2014|600.0000|6.0000
94080|HINDUSTAN UNILEVER LTD.|08-05-2015|900.0000|9.0000
94080|HINDUSTAN UNILEVER LTD.|14-10-2015|650.0000|6.5000
94080|HINDUSTAN UNILEVER LTD.|09-05-2016|950.0000|9.5000
94080|HINDUSTAN UNILEVER LTD.|26-10-2016|700.0000|7.0000
94080|HINDUSTAN UNILEVER LTD.|17-05-2017|1000.0000|10.0000
94080|HINDUSTAN UNILEVER LTD.|25-10-2017|800.0000|8.0000
94080|HINDUSTAN UNILEVER LTD.|14-05-2018|1200.0000|12.0000
94080|HINDUSTAN UNILEVER LTD.|12-10-2018|900.0000|9.0000
94080|HINDUSTAN UNILEVER LTD.|03-05-2019|1300.0000|13.0000
94080|HINDUSTAN UNILEVER LTD.|14-10-2019|1100.0000|11.0000
94080|HINDUSTAN UNILEVER LTD.|30-04-2020|1400.0000|14.0000
94080|HINDUSTAN UNILEVER LTD.|21-07-2020|950.0000|9.5000
94080|HINDUSTAN UNILEVER LTD.|20-10-2020|1400.0000|14.0000
94080|HINDUSTAN UNILEVER LTD.|29-04-2021|1700.0000|17.0000
94080|HINDUSTAN UNILEVER LTD.|19-10-2021|1500.0000|15.0000
94080|HINDUSTAN UNILEVER LTD.|27-04-2022|1900.0000|19.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|20-07-1990|20.0000|20.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|14-06-1991|22.0000|22.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|16-07-1992|24.0000|24.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|05-07-1993|25.0000|25.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|20-05-1994|28.0000|28.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|12-07-1995|32.0000|32.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|10-05-1996|37.0000|37.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|01-05-1997|45.0000|45.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-1998|75.0000|75.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-1999|85.0000|85.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-01-2000|100.0000|10.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|28-03-2000|90.0000|9.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-2000|0.0000|0.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|09-05-2001|125.0000|12.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|13-05-2002|100.0000|10.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|14-05-2002|150.0000|15.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2003|110.0000|11.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2004|135.0000|13.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|05-05-2005|170.0000|17.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|02-05-2006|200.0000|20.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-05-2007|220.0000|22.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|30-04-2008|250.0000|25.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-2009|300.0000|30.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-05-2010|360.0000|36.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|10-05-2011|450.0000|9.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2012|550.0000|11.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|08-05-2013|625.0000|12.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|06-05-2014|700.0000|14.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|19-03-2015|100.0000|2.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|29-03-2015|650.0000|13.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|21-03-2016|150.0000|3.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|02-05-2016|700.0000|14.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-03-2017|150.0000|3.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-2017|750.0000|15.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|16-03-2018|175.0000|3.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|30-04-2018|825.0000|16.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|06-03-2019|175.0000|3.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|13-05-2019|875.0000|17.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|25-05-2020|1050.0000|21.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2021|1150.0000|23.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|02-05-2022|1500.0000|30.0000
96379|I C I C I BANK LTD.|31-03-1995|0.0000|0.0000
96379|I C I C I BANK LTD.|31-03-1996|8.0000|0.8000
96379|I C I C I BANK LTD.|31-03-1997|10.0000|1.0000
96379|I C I C I BANK LTD.|31-03-1998|10.0000|1.0000
96379|I C I C I BANK LTD.|31-03-1999|12.0000|1.2000
96379|I C I C I BANK LTD.|25-04-2000|15.0000|1.5000
96379|I C I C I BANK LTD.|26-04-2001|20.0000|2.0000
96379|I C I C I BANK LTD.|23-01-2002|20.0000|2.0000
96379|I C I C I BANK LTD.|03-05-2002|0.0000|0.0000
96379|I C I C I BANK LTD.|27-04-2003|75.0000|7.5000
96379|I C I C I BANK LTD.|30-04-2004|75.0000|7.5000
96379|I C I C I BANK LTD.|30-04-2005|85.0000|8.5000
96379|I C I C I BANK LTD.|29-04-2006|85.0000|8.5000
96379|I C I C I BANK LTD.|28-04-2007|100.0000|10.0000
96379|I C I C I BANK LTD.|26-04-2008|110.0000|11.0000
96379|I C I C I BANK LTD.|25-04-2009|110.0000|11.0000
96379|I C I C I BANK LTD.|24-04-2010|120.0000|12.0000
96379|I C I C I BANK LTD.|28-04-2011|140.0000|14.0000
96379|I C I C I BANK LTD.|27-04-2012|165.0000|16.5000
96379|I C I C I BANK LTD.|26-04-2013|200.0000|20.0000
96379|I C I C I BANK LTD.|25-04-2014|230.0000|23.0000
96379|I C I C I BANK LTD.|27-04-2015|250.0000|5.0000
96379|I C I C I BANK LTD.|29-04-2016|250.0000|5.0000
96379|I C I C I BANK LTD.|03-05-2017|125.0000|2.5000
96379|I C I C I BANK LTD.|07-05-2018|75.0000|1.5000
96379|I C I C I BANK LTD.|06-05-2019|50.0000|1.0000
96379|I C I C I BANK LTD.|24-04-2021|100.0000|2.0000
96379|I C I C I BANK LTD.|23-04-2022|250.0000|5.0000
97066|I T C LTD.|30-06-1988|35.0000|NA
97066|I T C LTD.|31-03-1989|40.0000|4.0000
97066|I T C LTD.|22-06-1990|37.5000|3.7500
97066|I T C LTD.|05-07-1991|54.0000|5.4000
97066|I T C LTD.|31-07-1992|50.0000|5.0000
97066|I T C LTD.|05-07-1993|65.0000|6.5000
97066|I T C LTD.|01-07-1994|85.0000|8.5000
97066|I T C LTD.|12-07-1995|55.0000|5.5000
97066|I T C LTD.|17-06-1996|25.0000|2.5000
97066|I T C LTD.|14-06-1997|40.0000|4.0000
97066|I T C LTD.|23-05-1998|45.0000|4.5000
97066|I T C LTD.|26-05-1999|55.0000|5.5000
97066|I T C LTD.|26-05-2000|75.0000|7.5000
97066|I T C LTD.|30-05-2001|100.0000|10.0000
97066|I T C LTD.|22-05-2002|135.0000|13.5000
97066|I T C LTD.|23-05-2003|150.0000|15.0000
97066|I T C LTD.|28-05-2004|200.0000|20.0000
97066|I T C LTD.|27-05-2005|310.0000|31.0000
97066|I T C LTD.|26-05-2006|265.0000|2.6500
97066|I T C LTD.|25-05-2007|310.0000|3.1000
97066|I T C LTD.|23-05-2008|350.0000|3.5000
97066|I T C LTD.|22-05-2009|370.0000|3.7000
97066|I T C LTD.|21-05-2010|450.0000|4.5000
97066|I T C LTD.|22-05-2010|550.0000|5.5000
97066|I T C LTD.|20-05-2011|165.0000|1.6500
97066|I T C LTD.|21-05-2011|280.0000|2.8000
97066|I T C LTD.|25-05-2012|450.0000|4.5000
97066|I T C LTD.|17-05-2013|525.0000|5.2500
97066|I T C LTD.|23-05-2014|600.0000|6.0000
97066|I T C LTD.|22-05-2015|625.0000|6.2500
97066|I T C LTD.|20-05-2016|200.0000|2.0000
97066|I T C LTD.|21-05-2016|650.0000|6.5000
97066|I T C LTD.|26-05-2017|475.0000|4.7500
97066|I T C LTD.|16-05-2018|515.0000|5.1500
97066|I T C LTD.|13-05-2019|575.0000|5.7500
97066|I T C LTD.|26-06-2020|1015.0000|10.1500
97066|I T C LTD.|11-02-2021|500.0000|5.0000
97066|I T C LTD.|01-06-2021|575.0000|5.7500
97066|I T C LTD.|03-02-2022|525.0000|5.2500
97066|I T C LTD.|18-05-2022|625.0000|6.2500
100224|INDUSIND BANK LTD.|31-03-1995|15.0000|NA
100224|INDUSIND BANK LTD.|31-03-1996|18.0000|1.8000
100224|INDUSIND BANK LTD.|31-03-1997|20.0000|2.0000
100224|INDUSIND BANK LTD.|08-01-1998|12.0000|1.2000
100224|INDUSIND BANK LTD.|15-05-1998|8.0000|0.8000
100224|INDUSIND BANK LTD.|29-05-1999|12.5000|1.2500
100224|INDUSIND BANK LTD.|01-05-2000|12.5000|1.2500
100224|INDUSIND BANK LTD.|14-07-2001|13.0000|1.3000
100224|INDUSIND BANK LTD.|04-05-2002|14.0000|1.4000
100224|INDUSIND BANK LTD.|09-05-2003|14.0000|1.4000
100224|INDUSIND BANK LTD.|29-06-2004|5.0000|0.5000
100224|INDUSIND BANK LTD.|30-06-2004|17.5000|1.7500
100224|INDUSIND BANK LTD.|30-06-2005|18.0000|1.8000
100224|INDUSIND BANK LTD.|25-05-2007|6.0000|0.6000
100224|INDUSIND BANK LTD.|24-06-2008|6.0000|0.6000
100224|INDUSIND BANK LTD.|05-05-2009|12.0000|1.2000
100224|INDUSIND BANK LTD.|16-04-2010|18.0000|1.8000
100224|INDUSIND BANK LTD.|18-04-2011|20.0000|2.0000
100224|INDUSIND BANK LTD.|19-04-2012|22.0000|2.2000
100224|INDUSIND BANK LTD.|18-04-2013|30.0000|3.0000
100224|INDUSIND BANK LTD.|16-04-2014|35.0000|3.5000
100224|INDUSIND BANK LTD.|16-04-2015|40.0000|4.0000
100224|INDUSIND BANK LTD.|21-04-2016|45.0000|4.5000
100224|INDUSIND BANK LTD.|19-04-2017|60.0000|6.0000
100224|INDUSIND BANK LTD.|19-04-2018|75.0000|7.5000
100224|INDUSIND BANK LTD.|22-05-2019|75.0000|7.5000
100224|INDUSIND BANK LTD.|30-04-2021|50.0000|5.0000
100224|INDUSIND BANK LTD.|29-04-2022|85.0000|8.5000
100632|INFOSYS LTD.|31-03-1992|20.0000|NA
100632|INFOSYS LTD.|27-08-1993|15.0000|1.5000
100632|INFOSYS LTD.|13-12-1993|15.0000|1.5000
100632|INFOSYS LTD.|10-06-1994|35.0000|3.5000
100632|INFOSYS LTD.|02-01-1995|15.0000|1.5000
100632|INFOSYS LTD.|23-05-1995|30.0000|3.0000
100632|INFOSYS LTD.|04-12-1995|15.0000|1.5000
100632|INFOSYS LTD.|09-04-1996|35.0000|3.5000
100632|INFOSYS LTD.|10-10-1996|15.0000|1.5000
100632|INFOSYS LTD.|08-04-1997|40.0000|4.0000
100632|INFOSYS LTD.|01-10-1997|15.0000|1.5000
100632|INFOSYS LTD.|11-04-1998|45.0000|4.5000
100632|INFOSYS LTD.|13-10-1998|25.0000|2.5000
100632|INFOSYS LTD.|10-04-1999|50.0000|5.0000
100632|INFOSYS LTD.|08-10-1999|30.0000|3.0000
100632|INFOSYS LTD.|12-04-2000|60.0000|3.0000
100632|INFOSYS LTD.|10-10-2000|50.0000|2.5000
100632|INFOSYS LTD.|10-04-2001|150.0000|7.5000
100632|INFOSYS LTD.|10-10-2001|150.0000|7.5000
100632|INFOSYS LTD.|10-04-2002|250.0000|12.5000
100632|INFOSYS LTD.|11-10-2002|250.0000|12.5000
100632|INFOSYS LTD.|10-04-2003|290.0000|14.5000
100632|INFOSYS LTD.|10-10-2003|290.0000|14.5000
100632|INFOSYS LTD.|12-04-2004|300.0000|15.0000
100632|INFOSYS LTD.|13-04-2004|2000.0000|100.0000
100632|INFOSYS LTD.|11-10-2004|100.0000|5.0000
100632|INFOSYS LTD.|14-04-2005|130.0000|6.5000
100632|INFOSYS LTD.|11-10-2005|130.0000|6.5000
100632|INFOSYS LTD.|14-04-2006|170.0000|8.5000
100632|INFOSYS LTD.|15-04-2006|600.0000|30.0000
100632|INFOSYS LTD.|11-10-2006|100.0000|5.0000
100632|INFOSYS LTD.|13-04-2007|130.0000|6.5000
100632|INFOSYS LTD.|11-10-2007|120.0000|6.0000
100632|INFOSYS LTD.|15-04-2008|145.0000|7.2500
100632|INFOSYS LTD.|16-04-2008|400.0000|20.0000
100632|INFOSYS LTD.|10-10-2008|200.0000|10.0000
100632|INFOSYS LTD.|15-04-2009|270.0000|13.5000
100632|INFOSYS LTD.|09-10-2009|200.0000|10.0000
100632|INFOSYS LTD.|13-04-2010|300.0000|15.0000
100632|INFOSYS LTD.|15-10-2010|200.0000|10.0000
100632|INFOSYS LTD.|16-10-2010|600.0000|30.0000
100632|INFOSYS LTD.|15-04-2011|400.0000|20.0000
100632|INFOSYS LTD.|12-10-2011|300.0000|15.0000
100632|INFOSYS LTD.|13-04-2012|200.0000|10.0000
100632|INFOSYS LTD.|14-04-2012|440.0000|22.0000
100632|INFOSYS LTD.|12-10-2012|300.0000|15.0000
100632|INFOSYS LTD.|12-04-2013|540.0000|27.0000
100632|INFOSYS LTD.|11-10-2013|400.0000|20.0000
100632|INFOSYS LTD.|15-04-2014|860.0000|43.0000
100632|INFOSYS LTD.|10-10-2014|600.0000|30.0000
100632|INFOSYS LTD.|24-04-2015|590.0000|29.5000
100632|INFOSYS LTD.|12-10-2015|200.0000|10.0000
100632|INFOSYS LTD.|15-04-2016|285.0000|14.2500
100632|INFOSYS LTD.|14-10-2016|220.0000|11.0000
100632|INFOSYS LTD.|13-04-2017|295.0000|14.7500
100632|INFOSYS LTD.|24-10-2017|260.0000|13.0000
100632|INFOSYS LTD.|13-04-2018|200.0000|10.0000
100632|INFOSYS LTD.|14-04-2018|410.0000|20.5000
100632|INFOSYS LTD.|16-10-2018|140.0000|7.0000
100632|INFOSYS LTD.|11-01-2019|80.0000|4.0000
100632|INFOSYS LTD.|12-04-2019|210.0000|10.5000
100632|INFOSYS LTD.|11-10-2019|160.0000|8.0000
100632|INFOSYS LTD.|20-04-2020|190.0000|9.5000
100632|INFOSYS LTD.|14-10-2020|240.0000|12.0000
100632|INFOSYS LTD.|14-04-2021|300.0000|15.0000
100632|INFOSYS LTD.|13-10-2021|300.0000|15.0000
100632|INFOSYS LTD.|13-04-2022|320.0000|16.0000
109874|J S W STEEL LTD.|31-03-1995|0.0000|0.0000
109874|J S W STEEL LTD.|31-03-1996|0.0000|0.0000
109874|J S W STEEL LTD.|31-03-1997|0.0000|0.0000
109874|J S W STEEL LTD.|29-06-1998|0.0000|0.0000
109874|J S W STEEL LTD.|30-06-1999|0.0000|0.0000
109874|J S W STEEL LTD.|25-05-2000|0.0000|0.0000
109874|J S W STEEL LTD.|31-03-2001|0.0000|0.0000
109874|J S W STEEL LTD.|05-06-2002|0.0000|0.0000
109874|J S W STEEL LTD.|12-05-2003|0.0000|0.0000
109874|J S W STEEL LTD.|27-10-2004|0.0000|0.0000
109874|J S W STEEL LTD.|10-02-2005|30.0000|3.0000
109874|J S W STEEL LTD.|18-04-2005|50.0000|5.0000
109874|J S W STEEL LTD.|19-04-2006|80.0000|8.0000
109874|J S W STEEL LTD.|13-03-2007|125.0000|12.5000
109874|J S W STEEL LTD.|30-04-2007|0.0000|0.0000
109874|J S W STEEL LTD.|05-05-2008|140.0000|14.0000
109874|J S W STEEL LTD.|07-05-2009|10.0000|1.0000
109874|J S W STEEL LTD.|03-05-2010|95.0000|9.5000
109874|J S W STEEL LTD.|16-05-2011|122.5000|12.2500
109874|J S W STEEL LTD.|14-05-2012|75.0000|7.5000
109874|J S W STEEL LTD.|23-05-2013|100.0000|10.0000
109874|J S W STEEL LTD.|27-05-2014|110.0000|11.0000
109874|J S W STEEL LTD.|15-05-2015|110.0000|11.0000
109874|J S W STEEL LTD.|18-05-2016|75.0000|7.5000
109874|J S W STEEL LTD.|17-05-2017|225.0000|2.2500
109874|J S W STEEL LTD.|16-05-2018|320.0000|3.2000
109874|J S W STEEL LTD.|24-05-2019|410.0000|4.1000
109874|J S W STEEL LTD.|22-05-2020|200.0000|2.0000
109874|J S W STEEL LTD.|21-05-2021|650.0000|6.5000
109874|J S W STEEL LTD.|27-05-2022|1735.0000|17.3500
122573|KOTAK MAHINDRA BANK LTD.|31-03-1991|30.0000|3.0000
122573|KOTAK MAHINDRA BANK LTD.|31-03-1992|30.0000|3.0000
122573|KOTAK MAHINDRA BANK LTD.|17-09-1993|30.0000|3.0000
122573|KOTAK MAHINDRA BANK LTD.|07-10-1994|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|14-08-1995|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|01-07-1996|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|25-06-1997|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|16-06-1998|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|29-05-1999|12.0000|1.2000
122573|KOTAK MAHINDRA BANK LTD.|30-03-2000|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2000|0.0000|0.0000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2001|18.0000|1.8000
122573|KOTAK MAHINDRA BANK LTD.|29-01-2002|20.0000|2.0000
122573|KOTAK MAHINDRA BANK LTD.|31-07-2002|21.0000|2.1000
122573|KOTAK MAHINDRA BANK LTD.|24-06-2003|21.0000|2.1000
122573|KOTAK MAHINDRA BANK LTD.|25-05-2004|24.0000|2.4000
122573|KOTAK MAHINDRA BANK LTD.|07-06-2005|12.5000|1.2500
122573|KOTAK MAHINDRA BANK LTD.|15-05-2006|6.0000|0.6000
122573|KOTAK MAHINDRA BANK LTD.|08-05-2007|7.0000|0.7000
122573|KOTAK MAHINDRA BANK LTD.|09-05-2008|7.5000|0.7500
122573|KOTAK MAHINDRA BANK LTD.|12-05-2009|7.5000|0.7500
122573|KOTAK MAHINDRA BANK LTD.|11-05-2010|8.5000|0.8500
122573|KOTAK MAHINDRA BANK LTD.|05-05-2011|10.0000|0.5000
122573|KOTAK MAHINDRA BANK LTD.|08-05-2012|12.0000|0.6000
122573|KOTAK MAHINDRA BANK LTD.|02-05-2013|14.0000|0.7000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2014|16.0000|0.8000
122573|KOTAK MAHINDRA BANK LTD.|05-05-2015|18.0000|0.9000
122573|KOTAK MAHINDRA BANK LTD.|11-05-2016|10.0000|0.5000
122573|KOTAK MAHINDRA BANK LTD.|27-04-2017|12.0000|0.6000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2018|14.0000|0.7000
122573|KOTAK MAHINDRA BANK LTD.|30-04-2019|16.0000|0.8000
122573|KOTAK MAHINDRA BANK LTD.|03-05-2021|18.0000|0.9000
122573|KOTAK MAHINDRA BANK LTD.|04-05-2022|22.0000|1.1000
125123|ULTRATECH CEMENT LTD.|06-06-2002|0.0000|NA
125123|ULTRATECH CEMENT LTD.|08-05-2003|0.0000|NA
125123|ULTRATECH CEMENT LTD.|04-06-2004|5.0000|0.5000
125123|ULTRATECH CEMENT LTD.|23-04-2005|7.5000|0.7500
125123|ULTRATECH CEMENT LTD.|07-07-2006|17.5000|1.7500
125123|ULTRATECH CEMENT LTD.|12-03-2007|40.0000|4.0000
125123|ULTRATECH CEMENT LTD.|21-04-2007|0.0000|0.0000
125123|ULTRATECH CEMENT LTD.|22-04-2008|50.0000|5.0000
125123|ULTRATECH CEMENT LTD.|21-04-2009|50.0000|5.0000
125123|ULTRATECH CEMENT LTD.|29-04-2010|60.0000|6.0000
125123|ULTRATECH CEMENT LTD.|26-04-2011|60.0000|6.0000
125123|ULTRATECH CEMENT LTD.|23-04-2012|80.0000|8.0000
125123|ULTRATECH CEMENT LTD.|22-04-2013|90.0000|9.0000
125123|ULTRATECH CEMENT LTD.|23-04-2014|90.0000|9.0000
125123|ULTRATECH CEMENT LTD.|25-04-2015|90.0000|9.0000
125123|ULTRATECH CEMENT LTD.|25-04-2016|95.0000|9.5000
125123|ULTRATECH CEMENT LTD.|24-04-2017|100.0000|10.0000
125123|ULTRATECH CEMENT LTD.|25-04-2018|105.0000|10.5000
125123|ULTRATECH CEMENT LTD.|24-04-2019|115.0000|11.5000
125123|ULTRATECH CEMENT LTD.|20-05-2020|130.0000|13.0000
125123|ULTRATECH CEMENT LTD.|07-05-2021|370.0000|37.0000
125123|ULTRATECH CEMENT LTD.|29-04-2022|380.0000|38.0000
127106|LARSEN & TOUBRO LTD.|31-03-1989|30.0000|3.0000
127106|LARSEN & TOUBRO LTD.|03-09-1990|25.0000|2.5000
127106|LARSEN & TOUBRO LTD.|10-09-1991|30.0000|3.0000
127106|LARSEN & TOUBRO LTD.|25-08-1992|35.0000|3.5000
127106|LARSEN & TOUBRO LTD.|30-07-1993|35.0000|3.5000
127106|LARSEN & TOUBRO LTD.|01-07-1994|40.0000|4.0000
127106|LARSEN & TOUBRO LTD.|12-07-1995|50.0000|5.0000
127106|LARSEN & TOUBRO LTD.|22-05-1996|60.0000|6.0000
127106|LARSEN & TOUBRO LTD.|29-05-1997|60.0000|6.0000
127106|LARSEN & TOUBRO LTD.|30-05-1998|65.0000|6.5000
127106|LARSEN & TOUBRO LTD.|29-05-1999|65.0000|6.5000
127106|LARSEN & TOUBRO LTD.|29-03-2000|65.0000|6.5000
127106|LARSEN & TOUBRO LTD.|22-05-2000|0.0000|0.0000
127106|LARSEN & TOUBRO LTD.|29-05-2001|65.0000|6.5000
127106|LARSEN & TOUBRO LTD.|17-06-2002|70.0000|7.0000
127106|LARSEN & TOUBRO LTD.|29-05-2003|75.0000|7.5000
127106|LARSEN & TOUBRO LTD.|04-06-2004|800.0000|16.0000
127106|LARSEN & TOUBRO LTD.|27-10-2004|500.0000|10.0000
127106|LARSEN & TOUBRO LTD.|28-05-2005|875.0000|17.5000
127106|LARSEN & TOUBRO LTD.|25-05-2006|1100.0000|22.0000
